subscription_id,customer_id,plan_tier,mrr,start_date,end_date,status
SUB_02651,CUST_02651,Pro,199,2022-11-27,2023-08-26,Churned
SUB_02652,CUST_02652,Pro,199,2023-11-20,,Active
SUB_02653,CUST_02653,Starter,49,2023-10-04,,Active
SUB_02654,CUST_02654,Pro,199,2022-01-11,,Active
SUB_02655,CUST_02655,Starter,49,2023-05-22,2024-04-29,Churned
SUB_02656,CUST_02656,Pro,199,2023-02-23,,Active
SUB_02657,CUST_02657,Starter,49,2022-05-02,,Active
SUB_02658,CUST_02658,Starter,49,2022-08-23,,Active
SUB_02659,CUST_02659,Pro,199,2022-11-27,,Active
SUB_02660,CUST_02660,Enterprise,999,2023-06-27,,Active
SUB_02661,CUST_02661,Starter,49,2022-12-14,2023-03-31,Churned
SUB_02662,CUST_02662,Pro,199,2023-02-16,2023-08-22,Churned
SUB_02663,CUST_02663,Pro,199,2022-08-12,,Active
SUB_02664,CUST_02664,Enterprise,999,2022-06-02,2022-08-18,Churned
SUB_02665,CUST_02665,Starter,49,2022-07-31,,Active
SUB_02666,CUST_02666,Starter,49,2022-04-02,,Active
SUB_02667,CUST_02667,Pro,199,2022-11-27,2023-11-03,Churned
SUB_02668,CUST_02668,Starter,49,2023-04-12,,Active
SUB_02669,CUST_02669,Starter,49,2023-10-03,,Active
SUB_02670,CUST_02670,Starter,49,2023-07-08,2024-05-30,Churned
SUB_02671,CUST_02671,Pro,199,2022-08-16,,Active
SUB_02672,CUST_02672,Starter,49,2022-07-13,2022-09-04,Churned
SUB_02673,CUST_02673,Pro,199,2023-06-14,2023-10-31,Churned
SUB_02674,CUST_02674,Starter,49,2022-08-31,,Active
SUB_02675,CUST_02675,Starter,49,2023-01-24,,Active
SUB_02676,CUST_02676,Starter,49,2022-10-03,,Active
SUB_02677,CUST_02677,Starter,49,2023-03-26,,Active
SUB_02678,CUST_02678,Pro,199,2023-10-01,,Active
SUB_02679,CUST_02679,Pro,199,2023-08-10,2023-10-30,Churned
SUB_02680,CUST_02680,Starter,49,2023-07-28,,Active
SUB_02681,CUST_02681,Starter,49,2023-04-23,,Active
SUB_02682,CUST_02682,Pro,199,2023-04-25,,Active
SUB_02683,CUST_02683,Pro,199,2022-10-15,,Active
SUB_02684,CUST_02684,Pro,199,2023-11-29,2024-10-13,Churned
SUB_02685,CUST_02685,Pro,199,2023-11-21,,Active
SUB_02686,CUST_02686,Starter,49,2023-11-09,2024-08-23,Churned
SUB_02687,CUST_02687,Pro,199,2023-11-26,,Active
SUB_02688,CUST_02688,Starter,49,2023-06-24,,Active
SUB_02689,CUST_02689,Starter,49,2022-11-26,,Active
SUB_02690,CUST_02690,Pro,199,2023-04-15,,Active
SUB_02691,CUST_02691,Enterprise,999,2023-06-18,,Active
SUB_02692,CUST_02692,Pro,199,2023-04-12,,Active
SUB_02693,CUST_02693,Starter,49,2023-02-24,2024-02-12,Churned
SUB_02694,CUST_02694,Starter,49,2023-08-31,,Active
SUB_02695,CUST_02695,Starter,49,2022-05-02,2022-10-17,Churned
SUB_02696,CUST_02696,Pro,199,2022-11-04,,Active
SUB_02697,CUST_02697,Starter,49,2022-11-30,,Active
SUB_02698,CUST_02698,Pro,199,2023-02-24,,Active
SUB_02699,CUST_02699,Starter,49,2022-11-22,,Active
SUB_02700,CUST_02700,Pro,199,2023-10-11,2024-09-10,Churned
SUB_02701,CUST_02701,Enterprise,999,2023-07-27,,Active
SUB_02702,CUST_02702,Starter,49,2022-09-07,,Active
SUB_02703,CUST_02703,Starter,49,2022-04-05,,Active
SUB_02704,CUST_02704,Pro,199,2022-10-23,,Active
SUB_02705,CUST_02705,Pro,199,2022-07-03,2023-05-03,Churned
SUB_02706,CUST_02706,Pro,199,2022-09-17,,Active
SUB_02707,CUST_02707,Pro,199,2023-10-29,,Active
SUB_02708,CUST_02708,Starter,49,2022-07-05,,Active
SUB_02709,CUST_02709,Pro,199,2023-02-13,2023-04-27,Churned
SUB_02710,CUST_02710,Starter,49,2022-03-10,2022-12-23,Churned
SUB_02711,CUST_02711,Enterprise,999,2023-09-19,,Active
SUB_02712,CUST_02712,Starter,49,2022-01-08,,Active
SUB_02713,CUST_02713,Pro,199,2022-09-22,2023-02-11,Churned
SUB_02714,CUST_02714,Starter,49,2023-04-29,,Active
SUB_02715,CUST_02715,Starter,49,2023-09-09,2024-05-22,Churned
SUB_02716,CUST_02716,Starter,49,2023-01-06,,Active
SUB_02717,CUST_02717,Pro,199,2023-11-08,,Active
SUB_02718,CUST_02718,Pro,199,2022-03-24,2022-06-26,Churned
SUB_02719,CUST_02719,Pro,199,2023-10-08,,Active
SUB_02720,CUST_02720,Starter,49,2022-07-30,,Active
SUB_02721,CUST_02721,Pro,199,2022-11-09,,Active
SUB_02722,CUST_02722,Pro,199,2023-08-27,,Active
SUB_02723,CUST_02723,Starter,49,2022-12-03,,Active
SUB_02724,CUST_02724,Starter,49,2023-05-05,2023-11-13,Churned
SUB_02725,CUST_02725,Starter,49,2023-02-07,2023-08-19,Churned
SUB_02726,CUST_02726,Starter,49,2023-10-01,,Active
SUB_02727,CUST_02727,Starter,49,2022-07-10,,Active
SUB_02728,CUST_02728,Pro,199,2023-11-02,2024-05-15,Churned
SUB_02729,CUST_02729,Starter,49,2022-12-01,,Active
SUB_02730,CUST_02730,Pro,199,2023-06-06,,Active
SUB_02731,CUST_02731,Enterprise,999,2023-09-11,2023-11-18,Churned
SUB_02732,CUST_02732,Pro,199,2022-03-28,,Active
SUB_02733,CUST_02733,Pro,199,2023-08-02,,Active
SUB_02734,CUST_02734,Starter,49,2022-03-03,,Active
SUB_02735,CUST_02735,Pro,199,2023-01-22,,Active
SUB_02736,CUST_02736,Starter,49,2022-05-26,,Active
SUB_02737,CUST_02737,Pro,199,2022-06-02,2022-12-01,Churned
SUB_02738,CUST_02738,Enterprise,999,2023-09-11,,Active
SUB_02739,CUST_02739,Pro,199,2023-10-22,,Active
SUB_02740,CUST_02740,Pro,199,2023-11-29,2024-11-12,Churned
SUB_02741,CUST_02741,Starter,49,2022-12-15,,Active
SUB_02742,CUST_02742,Starter,49,2022-06-27,,Active
SUB_02743,CUST_02743,Pro,199,2023-05-02,,Active
SUB_02744,CUST_02744,Starter,49,2023-10-23,2024-08-16,Churned
SUB_02745,CUST_02745,Pro,199,2022-09-04,,Active
SUB_02746,CUST_02746,Starter,49,2022-09-11,,Active
SUB_02747,CUST_02747,Pro,199,2023-05-15,,Active
SUB_02748,CUST_02748,Starter,49,2023-06-25,,Active
SUB_02749,CUST_02749,Pro,199,2022-12-18,,Active
SUB_02750,CUST_02750,Pro,199,2023-05-27,,Active
SUB_02751,CUST_02751,Starter,49,2022-01-13,,Active
SUB_02752,CUST_02752,Starter,49,2023-07-13,2024-06-30,Churned
SUB_02753,CUST_02753,Starter,49,2022-05-31,,Active
SUB_02754,CUST_02754,Starter,49,2022-02-19,,Active
SUB_02755,CUST_02755,Starter,49,2022-08-03,,Active
SUB_02756,CUST_02756,Starter,49,2023-10-06,2024-09-25,Churned
SUB_02757,CUST_02757,Pro,199,2023-01-07,2023-04-21,Churned
SUB_02758,CUST_02758,Starter,49,2022-04-23,2023-02-03,Churned
SUB_02759,CUST_02759,Enterprise,999,2022-09-09,,Active
SUB_02760,CUST_02760,Pro,199,2022-12-07,2023-07-24,Churned
SUB_02761,CUST_02761,Starter,49,2022-02-22,,Active
SUB_02762,CUST_02762,Starter,49,2022-05-10,,Active
SUB_02763,CUST_02763,Pro,199,2022-07-12,,Active
SUB_02764,CUST_02764,Starter,49,2023-08-14,,Active
SUB_02765,CUST_02765,Pro,199,2022-02-26,,Active
SUB_02766,CUST_02766,Pro,199,2022-04-07,,Active
SUB_02767,CUST_02767,Starter,49,2022-07-17,,Active
SUB_02768,CUST_02768,Pro,199,2023-10-09,,Active
SUB_02769,CUST_02769,Starter,49,2022-05-27,,Active
SUB_02770,CUST_02770,Starter,49,2023-11-15,,Active
SUB_02771,CUST_02771,Pro,199,2023-07-29,2023-12-03,Churned
SUB_02772,CUST_02772,Pro,199,2023-07-31,,Active
SUB_02773,CUST_02773,Pro,199,2022-10-22,,Active
SUB_02774,CUST_02774,Pro,199,2023-09-13,2024-01-24,Churned
SUB_02775,CUST_02775,Pro,199,2023-11-15,,Active
SUB_02776,CUST_02776,Pro,199,2022-01-12,,Active
SUB_02777,CUST_02777,Starter,49,2022-11-29,,Active
SUB_02778,CUST_02778,Pro,199,2022-08-08,,Active
SUB_02779,CUST_02779,Pro,199,2023-02-02,,Active
SUB_02780,CUST_02780,Starter,49,2022-12-08,,Active
SUB_02781,CUST_02781,Pro,199,2023-05-27,,Active
SUB_02782,CUST_02782,Starter,49,2022-06-21,2022-12-31,Churned
SUB_02783,CUST_02783,Pro,199,2023-04-13,,Active
SUB_02784,CUST_02784,Pro,199,2022-06-15,,Active
SUB_02785,CUST_02785,Enterprise,999,2023-11-30,,Active
SUB_02786,CUST_02786,Starter,49,2022-06-19,,Active
SUB_02787,CUST_02787,Pro,199,2023-07-18,2023-12-07,Churned
SUB_02788,CUST_02788,Starter,49,2023-05-27,,Active
SUB_02789,CUST_02789,Pro,199,2022-07-08,,Active
SUB_02790,CUST_02790,Pro,199,2022-04-30,,Active
SUB_02791,CUST_02791,Pro,199,2022-04-15,2022-08-25,Churned
SUB_02792,CUST_02792,Pro,199,2023-11-05,,Active
SUB_02793,CUST_02793,Pro,199,2022-02-10,,Active
SUB_02794,CUST_02794,Starter,49,2023-11-08,2024-01-13,Churned
SUB_02795,CUST_02795,Starter,49,2022-11-17,,Active
SUB_02796,CUST_02796,Pro,199,2022-12-01,,Active
SUB_02797,CUST_02797,Starter,49,2022-06-09,2022-10-22,Churned
SUB_02798,CUST_02798,Starter,49,2022-09-21,,Active
SUB_02799,CUST_02799,Pro,199,2023-06-14,,Active
SUB_02800,CUST_02800,Starter,49,2023-11-16,,Active
SUB_02801,CUST_02801,Starter,49,2023-04-22,,Active
SUB_02802,CUST_02802,Pro,199,2022-12-18,2023-07-22,Churned
SUB_02803,CUST_02803,Starter,49,2023-06-29,,Active
SUB_02804,CUST_02804,Starter,49,2022-07-29,,Active
SUB_02805,CUST_02805,Starter,49,2023-05-11,,Active
SUB_02806,CUST_02806,Pro,199,2023-01-17,,Active
SUB_02807,CUST_02807,Enterprise,999,2023-11-07,,Active
SUB_02808,CUST_02808,Pro,199,2023-04-26,,Active
SUB_02809,CUST_02809,Starter,49,2022-01-05,,Active
SUB_02810,CUST_02810,Enterprise,999,2022-02-03,,Active
SUB_02811,CUST_02811,Pro,199,2022-05-25,,Active
SUB_02812,CUST_02812,Pro,199,2022-12-17,2023-02-05,Churned
SUB_02813,CUST_02813,Pro,199,2023-08-06,,Active
SUB_02814,CUST_02814,Starter,49,2023-04-10,,Active
SUB_02815,CUST_02815,Starter,49,2022-12-14,,Active
SUB_02816,CUST_02816,Starter,49,2022-05-05,,Active
SUB_02817,CUST_02817,Starter,49,2022-09-28,,Active
SUB_02818,CUST_02818,Pro,199,2022-12-23,2023-06-18,Churned
SUB_02819,CUST_02819,Pro,199,2023-06-11,2023-11-16,Churned
SUB_02820,CUST_02820,Pro,199,2023-05-13,2023-12-15,Churned
SUB_02821,CUST_02821,Starter,49,2022-06-02,,Active
SUB_02822,CUST_02822,Starter,49,2022-02-22,,Active
SUB_02823,CUST_02823,Starter,49,2022-05-29,,Active
SUB_02824,CUST_02824,Starter,49,2023-05-18,2024-03-26,Churned
SUB_02825,CUST_02825,Starter,49,2023-03-26,2023-11-09,Churned
SUB_02826,CUST_02826,Pro,199,2022-08-07,,Active
SUB_02827,CUST_02827,Starter,49,2023-09-17,,Active
SUB_02828,CUST_02828,Enterprise,999,2022-10-04,,Active
SUB_02829,CUST_02829,Starter,49,2023-03-28,,Active
SUB_02830,CUST_02830,Pro,199,2023-03-04,,Active
SUB_02831,CUST_02831,Pro,199,2022-03-24,2022-12-13,Churned
SUB_02832,CUST_02832,Starter,49,2022-08-06,,Active
SUB_02833,CUST_02833,Pro,199,2023-06-11,2023-10-26,Churned
SUB_02834,CUST_02834,Pro,199,2023-02-08,2023-03-18,Churned
SUB_02835,CUST_02835,Pro,199,2022-10-17,2023-06-29,Churned
SUB_02836,CUST_02836,Pro,199,2023-02-24,,Active
SUB_02837,CUST_02837,Starter,49,2022-12-05,,Active
SUB_02838,CUST_02838,Pro,199,2023-11-01,,Active
SUB_02839,CUST_02839,Enterprise,999,2023-02-23,,Active
SUB_02840,CUST_02840,Starter,49,2022-07-26,,Active
SUB_02841,CUST_02841,Starter,49,2023-11-17,,Active
SUB_02842,CUST_02842,Enterprise,999,2023-11-27,2024-07-22,Churned
SUB_02843,CUST_02843,Starter,49,2022-09-22,,Active
SUB_02844,CUST_02844,Pro,199,2022-02-05,,Active
SUB_02845,CUST_02845,Pro,199,2023-01-08,,Active
SUB_02846,CUST_02846,Pro,199,2023-05-03,2024-02-01,Churned
SUB_02847,CUST_02847,Starter,49,2022-09-16,,Active
SUB_02848,CUST_02848,Starter,49,2023-06-15,,Active
SUB_02849,CUST_02849,Starter,49,2022-01-23,2022-12-06,Churned
SUB_02850,CUST_02850,Pro,199,2022-04-14,,Active
SUB_02851,CUST_02851,Pro,199,2022-08-29,,Active
SUB_02852,CUST_02852,Pro,199,2022-09-10,2022-12-14,Churned
SUB_02853,CUST_02853,Pro,199,2022-05-22,2022-11-20,Churned
SUB_02854,CUST_02854,Starter,49,2023-10-17,,Active
SUB_02855,CUST_02855,Starter,49,2023-03-27,2023-11-02,Churned
SUB_02856,CUST_02856,Pro,199,2022-11-03,2023-07-08,Churned
SUB_02857,CUST_02857,Starter,49,2023-05-15,,Active
SUB_02858,CUST_02858,Starter,49,2023-09-14,,Active
SUB_02859,CUST_02859,Starter,49,2022-01-08,,Active
SUB_02860,CUST_02860,Starter,49,2022-03-10,,Active
SUB_02861,CUST_02861,Starter,49,2023-11-22,,Active
SUB_02862,CUST_02862,Pro,199,2023-07-29,,Active
SUB_02863,CUST_02863,Enterprise,999,2022-03-09,,Active
SUB_02864,CUST_02864,Pro,199,2023-02-12,,Active
SUB_02865,CUST_02865,Enterprise,999,2023-06-02,,Active
SUB_02866,CUST_02866,Enterprise,999,2022-04-29,,Active
SUB_02867,CUST_02867,Pro,199,2022-01-31,,Active
SUB_02868,CUST_02868,Starter,49,2023-06-02,,Active
SUB_02869,CUST_02869,Pro,199,2023-04-28,,Active
SUB_02870,CUST_02870,Starter,49,2022-07-26,,Active
SUB_02871,CUST_02871,Starter,49,2023-10-31,,Active
SUB_02872,CUST_02872,Starter,49,2023-08-02,,Active
SUB_02873,CUST_02873,Pro,199,2023-01-22,,Active
SUB_02874,CUST_02874,Starter,49,2023-02-16,,Active
SUB_02875,CUST_02875,Starter,49,2023-01-05,,Active
SUB_02876,CUST_02876,Starter,49,2022-12-19,,Active
SUB_02877,CUST_02877,Pro,199,2022-12-02,2023-06-03,Churned
SUB_02878,CUST_02878,Pro,199,2022-10-16,,Active
SUB_02879,CUST_02879,Pro,199,2022-05-20,,Active
SUB_02880,CUST_02880,Starter,49,2022-10-27,,Active
SUB_02881,CUST_02881,Starter,49,2022-01-13,2022-11-15,Churned
SUB_02882,CUST_02882,Pro,199,2023-10-26,,Active
SUB_02883,CUST_02883,Starter,49,2023-03-04,,Active
SUB_02884,CUST_02884,Pro,199,2023-02-04,2023-05-26,Churned
SUB_02885,CUST_02885,Pro,199,2022-04-19,,Active
SUB_02886,CUST_02886,Pro,199,2023-04-30,2024-01-05,Churned
SUB_02887,CUST_02887,Enterprise,999,2022-12-22,2023-10-27,Churned
SUB_02888,CUST_02888,Starter,49,2022-05-29,,Active
SUB_02889,CUST_02889,Starter,49,2022-11-03,,Active
SUB_02890,CUST_02890,Pro,199,2023-06-17,,Active
SUB_02891,CUST_02891,Starter,49,2022-03-01,,Active
SUB_02892,CUST_02892,Starter,49,2023-03-11,2023-07-29,Churned
SUB_02893,CUST_02893,Starter,49,2022-01-21,,Active
SUB_02894,CUST_02894,Starter,49,2023-01-17,,Active
SUB_02895,CUST_02895,Starter,49,2022-09-02,,Active
SUB_02896,CUST_02896,Starter,49,2022-03-14,,Active
SUB_02897,CUST_02897,Pro,199,2023-03-25,,Active
SUB_02898,CUST_02898,Pro,199,2022-03-17,2022-07-16,Churned
SUB_02899,CUST_02899,Pro,199,2023-11-29,,Active
SUB_02900,CUST_02900,Pro,199,2023-08-13,2023-09-23,Churned
SUB_02901,CUST_02901,Starter,49,2023-01-25,,Active
SUB_02902,CUST_02902,Starter,49,2023-07-31,,Active
SUB_02903,CUST_02903,Starter,49,2022-12-08,,Active
SUB_02904,CUST_02904,Pro,199,2022-10-17,,Active
SUB_02905,CUST_02905,Pro,199,2023-07-22,2024-01-06,Churned
SUB_02906,CUST_02906,Starter,49,2022-11-27,2023-05-30,Churned
SUB_02907,CUST_02907,Starter,49,2022-09-16,2022-11-07,Churned
SUB_02908,CUST_02908,Enterprise,999,2023-03-02,,Active
SUB_02909,CUST_02909,Pro,199,2022-01-06,2022-09-12,Churned
SUB_02910,CUST_02910,Pro,199,2022-01-06,2022-09-29,Churned
SUB_02911,CUST_02911,Starter,49,2022-07-10,,Active
SUB_02912,CUST_02912,Starter,49,2022-05-28,2023-03-06,Churned
SUB_02913,CUST_02913,Pro,199,2023-02-09,,Active
SUB_02914,CUST_02914,Pro,199,2022-09-15,,Active
SUB_02915,CUST_02915,Pro,199,2023-04-24,2023-11-22,Churned
SUB_02916,CUST_02916,Pro,199,2022-03-31,,Active
SUB_02917,CUST_02917,Pro,199,2022-01-10,,Active
SUB_02918,CUST_02918,Pro,199,2022-03-28,,Active
SUB_02919,CUST_02919,Starter,49,2022-05-31,2023-01-13,Churned
SUB_02920,CUST_02920,Starter,49,2023-09-17,,Active
SUB_02921,CUST_02921,Pro,199,2022-01-30,,Active
SUB_02922,CUST_02922,Starter,49,2022-05-08,,Active
SUB_02923,CUST_02923,Pro,199,2022-03-19,,Active
SUB_02924,CUST_02924,Pro,199,2023-02-25,2023-09-12,Churned
SUB_02925,CUST_02925,Enterprise,999,2022-02-24,,Active
SUB_02926,CUST_02926,Starter,49,2023-04-25,,Active
SUB_02927,CUST_02927,Starter,49,2022-11-01,,Active
SUB_02928,CUST_02928,Pro,199,2023-06-30,,Active
SUB_02929,CUST_02929,Pro,199,2022-04-15,,Active
SUB_02930,CUST_02930,Pro,199,2022-06-21,2022-11-20,Churned
SUB_02931,CUST_02931,Starter,49,2023-05-14,,Active
SUB_02932,CUST_02932,Starter,49,2022-01-22,,Active
SUB_02933,CUST_02933,Pro,199,2022-10-14,2022-12-16,Churned
SUB_02934,CUST_02934,Pro,199,2023-01-26,2024-01-03,Churned
SUB_02935,CUST_02935,Pro,199,2023-09-09,2023-10-11,Churned
SUB_02936,CUST_02936,Starter,49,2022-05-29,2022-07-03,Churned
SUB_02937,CUST_02937,Starter,49,2022-09-29,2023-08-28,Churned
SUB_02938,CUST_02938,Starter,49,2022-10-26,,Active
SUB_02939,CUST_02939,Enterprise,999,2022-06-21,2022-10-30,Churned
SUB_02940,CUST_02940,Pro,199,2022-02-16,,Active
SUB_02941,CUST_02941,Starter,49,2023-09-18,,Active
SUB_02942,CUST_02942,Starter,49,2022-07-26,,Active
SUB_02943,CUST_02943,Pro,199,2023-03-29,2023-11-05,Churned
SUB_02944,CUST_02944,Starter,49,2023-01-30,,Active
SUB_02945,CUST_02945,Pro,199,2022-10-28,,Active
SUB_02946,CUST_02946,Pro,199,2023-11-07,,Active
SUB_02947,CUST_02947,Starter,49,2022-06-25,,Active
SUB_02948,CUST_02948,Starter,49,2022-04-20,,Active
SUB_02949,CUST_02949,Pro,199,2023-11-15,,Active
SUB_02950,CUST_02950,Starter,49,2022-07-21,,Active
SUB_02951,CUST_02951,Starter,49,2022-06-17,,Active
SUB_02952,CUST_02952,Enterprise,999,2023-09-06,2023-10-18,Churned
SUB_02953,CUST_02953,Pro,199,2022-03-27,,Active
SUB_02954,CUST_02954,Pro,199,2023-10-16,,Active
SUB_02955,CUST_02955,Starter,49,2022-02-20,,Active
SUB_02956,CUST_02956,Starter,49,2022-04-22,,Active
SUB_02957,CUST_02957,Starter,49,2023-04-08,,Active
SUB_02958,CUST_02958,Starter,49,2023-03-18,,Active
SUB_02959,CUST_02959,Pro,199,2022-09-28,,Active
SUB_02960,CUST_02960,Starter,49,2023-07-31,,Active
SUB_02961,CUST_02961,Pro,199,2022-12-10,,Active
SUB_02962,CUST_02962,Starter,49,2022-07-02,2022-09-05,Churned
SUB_02963,CUST_02963,Starter,49,2023-05-18,,Active
SUB_02964,CUST_02964,Enterprise,999,2022-01-10,,Active
SUB_02965,CUST_02965,Starter,49,2023-05-09,,Active
SUB_02966,CUST_02966,Starter,49,2022-08-22,,Active
SUB_02967,CUST_02967,Starter,49,2022-10-25,2023-02-01,Churned
SUB_02968,CUST_02968,Starter,49,2022-09-01,,Active
SUB_02969,CUST_02969,Starter,49,2023-05-24,,Active
SUB_02970,CUST_02970,Starter,49,2022-12-17,,Active
SUB_02971,CUST_02971,Pro,199,2022-09-24,2023-08-08,Churned
SUB_02972,CUST_02972,Pro,199,2023-09-22,2024-02-03,Churned
SUB_02973,CUST_02973,Pro,199,2023-10-18,,Active
SUB_02974,CUST_02974,Starter,49,2022-07-20,,Active
SUB_02975,CUST_02975,Pro,199,2022-08-27,,Active
SUB_02976,CUST_02976,Starter,49,2022-11-30,,Active
SUB_02977,CUST_02977,Pro,199,2023-02-19,,Active
SUB_02978,CUST_02978,Pro,199,2023-04-29,,Active
SUB_02979,CUST_02979,Starter,49,2023-03-13,,Active
SUB_02980,CUST_02980,Pro,199,2022-09-03,,Active
SUB_02981,CUST_02981,Enterprise,999,2022-01-08,2022-08-29,Churned
SUB_02982,CUST_02982,Pro,199,2022-06-01,,Active
SUB_02983,CUST_02983,Starter,49,2023-01-27,,Active
SUB_02984,CUST_02984,Pro,199,2022-07-30,,Active
SUB_02985,CUST_02985,Enterprise,999,2023-01-02,,Active
SUB_02986,CUST_02986,Starter,49,2023-11-01,,Active
SUB_02987,CUST_02987,Pro,199,2023-07-24,,Active
SUB_02988,CUST_02988,Starter,49,2022-03-27,,Active
SUB_02989,CUST_02989,Starter,49,2022-02-24,,Active
SUB_02990,CUST_02990,Pro,199,2023-09-26,,Active
SUB_02991,CUST_02991,Pro,199,2023-03-22,,Active
SUB_02992,CUST_02992,Pro,199,2023-09-12,,Active
SUB_02993,CUST_02993,Enterprise,999,2022-10-31,,Active
SUB_02994,CUST_02994,Starter,49,2022-05-12,,Active
SUB_02995,CUST_02995,Starter,49,2023-02-25,2024-02-02,Churned
SUB_02996,CUST_02996,Enterprise,999,2023-01-20,,Active
SUB_02997,CUST_02997,Starter,49,2022-07-17,,Active
SUB_02998,CUST_02998,Pro,199,2022-02-16,2022-05-11,Churned
SUB_02999,CUST_02999,Pro,199,2022-07-22,2022-12-05,Churned
SUB_03000,CUST_03000,Starter,49,2022-09-18,2023-03-07,Churned
SUB_03001,CUST_03001,Starter,49,2023-11-21,,Active
SUB_03002,CUST_03002,Pro,199,2022-01-24,,Active
SUB_03003,CUST_03003,Pro,199,2023-11-18,,Active
SUB_03004,CUST_03004,Pro,199,2022-12-06,2023-08-17,Churned
SUB_03005,CUST_03005,Pro,199,2023-02-16,2024-01-18,Churned
SUB_03006,CUST_03006,Starter,49,2022-09-18,,Active
SUB_03007,CUST_03007,Starter,49,2022-10-13,2023-09-16,Churned
SUB_03008,CUST_03008,Starter,49,2023-05-28,,Active
SUB_03009,CUST_03009,Starter,49,2022-03-27,,Active
SUB_03010,CUST_03010,Starter,49,2023-03-06,2023-05-10,Churned
SUB_03011,CUST_03011,Starter,49,2023-08-04,2024-01-13,Churned
SUB_03012,CUST_03012,Starter,49,2022-01-31,2022-03-26,Churned
SUB_03013,CUST_03013,Starter,49,2023-08-26,,Active
SUB_03014,CUST_03014,Starter,49,2023-03-16,,Active
SUB_03015,CUST_03015,Pro,199,2022-12-15,,Active
SUB_03016,CUST_03016,Pro,199,2023-02-16,2023-04-23,Churned
SUB_03017,CUST_03017,Starter,49,2023-06-12,,Active
SUB_03018,CUST_03018,Enterprise,999,2022-11-06,,Active
SUB_03019,CUST_03019,Starter,49,2023-01-31,,Active
SUB_03020,CUST_03020,Pro,199,2022-12-04,,Active
SUB_03021,CUST_03021,Starter,49,2023-11-05,,Active
SUB_03022,CUST_03022,Pro,199,2023-03-13,,Active
SUB_03023,CUST_03023,Starter,49,2023-10-25,,Active
SUB_03024,CUST_03024,Pro,199,2022-12-31,,Active
SUB_03025,CUST_03025,Starter,49,2022-04-23,2022-06-10,Churned
SUB_03026,CUST_03026,Pro,199,2022-06-25,,Active
SUB_03027,CUST_03027,Starter,49,2022-05-29,2022-08-01,Churned
SUB_03028,CUST_03028,Starter,49,2022-06-27,,Active
SUB_03029,CUST_03029,Pro,199,2023-01-17,2023-12-22,Churned
SUB_03030,CUST_03030,Starter,49,2022-08-11,,Active
SUB_03031,CUST_03031,Enterprise,999,2022-09-16,,Active
SUB_03032,CUST_03032,Starter,49,2022-07-08,2022-08-12,Churned
SUB_03033,CUST_03033,Starter,49,2022-11-02,,Active
SUB_03034,CUST_03034,Pro,199,2023-01-13,,Active
SUB_03035,CUST_03035,Starter,49,2023-08-25,2024-04-09,Churned
SUB_03036,CUST_03036,Starter,49,2022-12-09,,Active
SUB_03037,CUST_03037,Pro,199,2022-06-05,2022-08-07,Churned
SUB_03038,CUST_03038,Pro,199,2022-02-24,,Active
SUB_03039,CUST_03039,Enterprise,999,2023-03-18,,Active
SUB_03040,CUST_03040,Starter,49,2023-11-16,,Active
SUB_03041,CUST_03041,Pro,199,2022-07-19,,Active
SUB_03042,CUST_03042,Starter,49,2023-02-07,,Active
SUB_03043,CUST_03043,Starter,49,2023-09-06,,Active
SUB_03044,CUST_03044,Pro,199,2023-10-25,,Active
SUB_03045,CUST_03045,Starter,49,2023-09-15,,Active
SUB_03046,CUST_03046,Starter,49,2023-08-26,,Active
SUB_03047,CUST_03047,Starter,49,2022-06-26,2022-09-19,Churned
SUB_03048,CUST_03048,Pro,199,2023-03-25,,Active
SUB_03049,CUST_03049,Enterprise,999,2023-06-25,2024-04-05,Churned
SUB_03050,CUST_03050,Pro,199,2022-10-28,2023-06-25,Churned
SUB_03051,CUST_03051,Starter,49,2022-11-03,,Active
SUB_03052,CUST_03052,Pro,199,2022-09-24,2023-01-28,Churned
SUB_03053,CUST_03053,Pro,199,2022-08-02,,Active
SUB_03054,CUST_03054,Starter,49,2023-08-17,,Active
SUB_03055,CUST_03055,Starter,49,2023-10-02,,Active
SUB_03056,CUST_03056,Starter,49,2023-04-28,,Active
SUB_03057,CUST_03057,Starter,49,2022-09-19,2023-07-27,Churned
SUB_03058,CUST_03058,Pro,199,2022-03-08,,Active
SUB_03059,CUST_03059,Starter,49,2023-07-28,,Active
SUB_03060,CUST_03060,Starter,49,2022-05-13,2023-02-07,Churned
SUB_03061,CUST_03061,Enterprise,999,2023-10-11,,Active
SUB_03062,CUST_03062,Pro,199,2023-06-24,,Active
SUB_03063,CUST_03063,Pro,199,2023-05-27,,Active
SUB_03064,CUST_03064,Starter,49,2022-07-30,2023-02-14,Churned
SUB_03065,CUST_03065,Starter,49,2022-09-10,2023-07-30,Churned
SUB_03066,CUST_03066,Starter,49,2022-02-07,,Active
SUB_03067,CUST_03067,Starter,49,2022-02-12,,Active
SUB_03068,CUST_03068,Starter,49,2023-09-21,,Active
SUB_03069,CUST_03069,Pro,199,2023-02-09,,Active
SUB_03070,CUST_03070,Starter,49,2022-02-15,,Active
SUB_03071,CUST_03071,Starter,49,2023-03-30,,Active
SUB_03072,CUST_03072,Starter,49,2023-11-09,,Active
