customer_id,logins_last_30_days,reports_generated,api_calls
CUST_02131,20,6,654
CUST_02132,0,0,476
CUST_02133,42,1,601
CUST_02134,22,3,852
CUST_02135,0,1,267
CUST_02136,23,9,75
CUST_02137,1,1,68
CUST_02138,9,3,444
CUST_02139,31,8,297
CUST_02140,2,1,473
CUST_02141,10,1,159
CUST_02142,38,6,897
CUST_02143,20,13,7
CUST_02144,27,5,730
CUST_02145,47,8,484
CUST_02146,1,1,821
CUST_02147,4,1,903
CUST_02148,47,12,87
CUST_02149,27,7,140
CUST_02150,3,1,540
CUST_02151,1,1,524
CUST_02152,33,12,825
CUST_02153,12,8,574
CUST_02154,33,6,28837
CUST_02155,22,13,686
CUST_02156,9,3,974
CUST_02157,16,5,215
CUST_02158,14,7,505
CUST_02159,41,9,746
CUST_02160,21,4,598
CUST_02161,36,12,73
CUST_02162,0,1,805
CUST_02163,35,2,580
CUST_02164,2,1,68
CUST_02165,2,0,222
CUST_02166,3,1,935
CUST_02167,12,5,896
CUST_02168,4,1,385
CUST_02169,24,1,880
CUST_02170,4,1,284
CUST_02171,3,1,121
CUST_02172,4,0,774
CUST_02173,7,11,732
CUST_02174,39,2,440
CUST_02175,3,0,822
CUST_02176,25,3,456
CUST_02177,4,0,163
CUST_02178,30,7,262
CUST_02179,27,2,91
CUST_02180,36,2,777
CUST_02181,6,3,335
CUST_02182,43,13,585
CUST_02183,6,12,934
CUST_02184,43,1,30803
CUST_02185,19,2,601
CUST_02186,20,5,865
CUST_02187,3,0,993
CUST_02188,1,1,807
CUST_02189,2,1,909
CUST_02190,25,6,465
CUST_02191,43,2,640
CUST_02192,15,14,400
CUST_02193,4,0,560
CUST_02194,40,4,597
CUST_02195,22,3,34702
CUST_02196,4,1,35076
CUST_02197,17,14,646
CUST_02198,48,8,910
CUST_02199,1,0,626
CUST_02200,43,1,276
CUST_02201,48,4,65
CUST_02202,48,6,698
CUST_02203,49,6,943
CUST_02204,5,13,856
CUST_02205,4,0,200
CUST_02206,25,1,467
CUST_02207,20,13,433
CUST_02208,18,14,137
CUST_02209,47,5,51
CUST_02210,47,10,724
CUST_02211,6,1,451
CUST_02212,35,6,157
CUST_02213,43,9,801
CUST_02214,13,4,861
CUST_02215,1,1,205
CUST_02216,18,10,341
CUST_02217,14,9,832
CUST_02218,28,3,315
CUST_02219,3,1,135
CUST_02220,38,7,74
CUST_02221,24,5,448
CUST_02222,4,0,68
CUST_02223,8,1,952
CUST_02224,38,7,812
CUST_02225,4,1,560
CUST_02226,4,0,201
CUST_02227,26,1,573
CUST_02228,8,9,46334
CUST_02229,9,7,46507
CUST_02230,3,0,660
CUST_02231,49,6,995
CUST_02232,39,4,120
CUST_02233,3,1,43771
CUST_02234,15,4,940
CUST_02235,3,0,96
CUST_02236,1,1,376
CUST_02237,6,2,490
CUST_02238,12,2,923
CUST_02239,38,3,52
CUST_02240,3,1,8
CUST_02241,2,1,330
CUST_02242,27,1,2624
CUST_02243,3,0,359
CUST_02244,1,1,348
CUST_02245,35,4,123
CUST_02246,18,9,633
CUST_02247,5,5,198
CUST_02248,31,11,828
CUST_02249,1,1,410
CUST_02250,1,0,379
CUST_02251,19,1,917
CUST_02252,9,3,43387
CUST_02253,41,14,94
CUST_02254,8,7,29
CUST_02255,24,7,91
CUST_02256,43,10,595
CUST_02257,26,13,14
CUST_02258,3,1,654
CUST_02259,15,12,820
CUST_02260,10,13,459
CUST_02261,31,1,720
CUST_02262,2,1,22
CUST_02263,4,1,325
CUST_02264,1,0,876
CUST_02265,30,12,655
CUST_02266,41,12,986
CUST_02267,37,2,86
CUST_02268,12,9,192
CUST_02269,32,12,684
CUST_02270,2,0,262
CUST_02271,44,9,428
CUST_02272,29,9,806
CUST_02273,4,0,359
CUST_02274,17,6,561
CUST_02275,11,13,432
CUST_02276,4,0,559
CUST_02277,13,2,9223
CUST_02278,1,0,48
CUST_02279,40,6,167
CUST_02280,2,0,678
CUST_02281,3,0,440
CUST_02282,34,2,593
CUST_02283,39,8,574
CUST_02284,31,5,227
CUST_02285,33,7,951
CUST_02286,9,8,213
CUST_02287,4,0,641
CUST_02288,47,6,879
CUST_02289,2,0,17652
CUST_02290,33,9,753
CUST_02291,21,4,607
CUST_02292,2,1,406
CUST_02293,28,7,888
CUST_02294,31,1,743
CUST_02295,13,12,749
CUST_02296,2,0,17
CUST_02297,17,9,39468
CUST_02298,2,1,343
CUST_02299,15,8,323
CUST_02300,28,4,245
CUST_02301,4,0,59
CUST_02302,2,1,493
CUST_02303,39,13,641
CUST_02304,20,12,861
CUST_02305,17,1,48
CUST_02306,48,8,677
CUST_02307,2,0,926
CUST_02308,27,12,679
CUST_02309,6,1,252
CUST_02310,2,0,847
CUST_02311,23,6,382
CUST_02312,4,1,308
CUST_02313,0,1,575
CUST_02314,19,6,544
CUST_02315,1,0,57
CUST_02316,37,9,817
CUST_02317,48,4,63
CUST_02318,45,7,898
CUST_02319,9,6,31868
CUST_02320,26,10,60
CUST_02321,31,6,379
CUST_02322,4,0,977
CUST_02323,23,12,760
CUST_02324,0,0,137
CUST_02325,11,2,65
CUST_02326,43,4,178
CUST_02327,38,1,989
CUST_02328,38,9,797
CUST_02329,31,9,792
CUST_02330,0,1,170
CUST_02331,9,4,754
CUST_02332,8,5,631
CUST_02333,11,1,343
CUST_02334,7,4,703
CUST_02335,25,4,186
CUST_02336,38,5,957
CUST_02337,13,2,226
CUST_02338,24,2,46284
CUST_02339,1,0,191
CUST_02340,16,2,2957
CUST_02341,43,11,605
CUST_02342,0,1,125
CUST_02343,37,13,955
CUST_02344,14,12,473
CUST_02345,3,1,98
CUST_02346,11,6,343
CUST_02347,22,2,242
CUST_02348,2,1,19
CUST_02349,1,1,628
CUST_02350,21,14,358
CUST_02351,27,1,432
CUST_02352,3,0,999
CUST_02353,49,14,610
CUST_02354,7,5,486
CUST_02355,38,6,890
CUST_02356,0,0,329
CUST_02357,45,6,666
CUST_02358,35,8,306
CUST_02359,43,12,184
CUST_02360,18,7,334
CUST_02361,2,0,505
CUST_02362,3,1,462
CUST_02363,36,4,932
CUST_02364,37,12,994
CUST_02365,4,1,2
CUST_02366,11,8,668
CUST_02367,9,4,963
CUST_02368,8,7,174
CUST_02369,15,7,847
CUST_02370,23,8,580
CUST_02371,1,0,532
CUST_02372,24,9,999
CUST_02373,31,14,297
CUST_02374,33,7,117
CUST_02375,22,9,788
CUST_02376,41,5,16719
CUST_02377,29,10,43971
CUST_02378,24,4,708
CUST_02379,10,3,134
CUST_02380,40,6,202
CUST_02381,19,10,47831
CUST_02382,22,11,29
CUST_02383,42,9,427
CUST_02384,29,4,941
CUST_02385,4,0,822
CUST_02386,26,2,256
CUST_02387,16,11,380
CUST_02388,45,3,181
CUST_02389,44,3,207
CUST_02390,37,2,878
CUST_02391,33,13,640
CUST_02392,6,9,574
CUST_02393,30,4,438
CUST_02394,36,3,341
CUST_02395,7,14,588
CUST_02396,34,10,377
CUST_02397,2,1,410
CUST_02398,14,8,526
CUST_02399,0,0,382
CUST_02400,23,8,464
CUST_02401,47,10,392
CUST_02402,25,6,836
CUST_02403,10,5,570
CUST_02404,18,11,150
CUST_02405,2,1,619
CUST_02406,6,3,368
CUST_02407,0,0,106
CUST_02408,26,10,138
CUST_02409,34,2,279
CUST_02410,40,13,71
CUST_02411,32,8,622
CUST_02412,39,11,504
CUST_02413,4,1,737
CUST_02414,1,1,949
CUST_02415,4,0,105
CUST_02416,47,12,500
CUST_02417,0,1,158
CUST_02418,2,1,149
CUST_02419,12,6,26475
CUST_02420,12,12,4
CUST_02421,9,7,638
CUST_02422,17,12,272
CUST_02423,11,8,337
CUST_02424,25,3,210
CUST_02425,33,12,326
CUST_02426,41,6,857
CUST_02427,4,1,728
CUST_02428,1,1,465
CUST_02429,0,1,939
CUST_02430,8,10,78
CUST_02431,26,7,604
CUST_02432,15,14,749
CUST_02433,3,0,745
CUST_02434,49,6,176
CUST_02435,20,2,766
CUST_02436,4,0,832
CUST_02437,20,3,131
CUST_02438,43,9,40306
CUST_02439,3,1,40324
CUST_02440,35,12,690
CUST_02441,35,6,377
CUST_02442,17,10,415
CUST_02443,9,2,343
CUST_02444,43,8,376
CUST_02445,22,11,484
CUST_02446,24,6,145
CUST_02447,4,0,654
CUST_02448,44,1,40820
CUST_02449,34,6,569
CUST_02450,1,0,295
CUST_02451,3,0,577
CUST_02452,15,6,27254
CUST_02453,2,0,396
CUST_02454,44,1,474
CUST_02455,20,4,46342
CUST_02456,3,0,573
CUST_02457,21,13,923
CUST_02458,42,5,45
CUST_02459,48,6,22208
CUST_02460,19,2,604
CUST_02461,35,8,980
CUST_02462,11,10,427
CUST_02463,34,4,222
CUST_02464,40,6,22
CUST_02465,30,3,868
CUST_02466,15,9,66
CUST_02467,10,13,625
CUST_02468,2,1,482
CUST_02469,2,0,205
CUST_02470,3,0,577
CUST_02471,19,9,561
CUST_02472,33,10,652
CUST_02473,10,9,257
CUST_02474,0,1,971
CUST_02475,20,9,986
CUST_02476,1,0,545
CUST_02477,1,0,807
CUST_02478,26,9,252
CUST_02479,37,5,580
CUST_02480,30,13,188
CUST_02481,44,12,43750
CUST_02482,11,9,714
CUST_02483,3,0,76
CUST_02484,44,4,702
CUST_02485,47,1,539
CUST_02486,28,11,724
CUST_02487,4,1,368
CUST_02488,3,1,567
CUST_02489,3,1,623
CUST_02490,1,1,754
CUST_02491,23,6,153
CUST_02492,47,13,154
CUST_02493,9,6,793
CUST_02494,34,8,270
CUST_02495,4,0,561
CUST_02496,34,10,508
CUST_02497,29,9,19140
CUST_02498,13,4,67
CUST_02499,31,14,131
CUST_02500,28,4,669
CUST_02501,44,8,844
CUST_02502,0,0,264
CUST_02503,42,10,681
CUST_02504,19,14,45121
CUST_02505,42,9,219
CUST_02506,3,0,551
CUST_02507,34,9,898
CUST_02508,15,12,936
CUST_02509,33,12,988
CUST_02510,19,4,288
CUST_02511,4,1,78
CUST_02512,13,14,750
CUST_02513,4,1,571
CUST_02514,4,1,319
CUST_02515,19,13,317
CUST_02516,21,7,486
CUST_02517,20,6,44028
CUST_02518,26,14,390
CUST_02519,44,14,748
CUST_02520,47,2,587
CUST_02521,2,0,817
CUST_02522,42,1,38
CUST_02523,29,13,198
CUST_02524,34,3,942
CUST_02525,2,0,104
CUST_02526,3,0,581
CUST_02527,42,13,793
CUST_02528,0,1,34371
CUST_02529,13,4,14606
CUST_02530,0,0,10782
CUST_02531,4,0,690
CUST_02532,31,9,983
CUST_02533,34,7,307
CUST_02534,19,13,221
CUST_02535,13,3,655
CUST_02536,3,1,815
CUST_02537,1,0,26
CUST_02538,19,12,672
CUST_02539,2,0,6188
CUST_02540,29,8,172
CUST_02541,13,14,722
CUST_02542,49,9,867
CUST_02543,26,1,978
CUST_02544,4,1,21
CUST_02545,2,0,809
CUST_02546,32,4,876
CUST_02547,18,1,14686
CUST_02548,34,2,620
CUST_02549,0,1,393
CUST_02550,9,4,15422
CUST_02551,16,1,607
CUST_02552,39,6,124
CUST_02553,45,1,334
CUST_02554,46,13,294
CUST_02555,1,0,889
CUST_02556,5,10,813
CUST_02557,0,0,839
CUST_02558,47,12,818
CUST_02559,0,0,536
CUST_02560,38,1,593
CUST_02561,38,6,910
CUST_02562,28,6,28427
CUST_02563,32,7,954
CUST_02564,4,0,537
CUST_02565,12,10,296
CUST_02566,39,11,43
CUST_02567,4,1,596
CUST_02568,3,0,21
CUST_02569,20,3,877
CUST_02570,4,0,225
CUST_02571,10,13,548
CUST_02572,24,14,373
CUST_02573,15,7,612
CUST_02574,12,9,653
CUST_02575,24,9,3
CUST_02576,36,12,23
CUST_02577,37,13,961
CUST_02578,2,0,702
CUST_02579,32,4,832
CUST_02580,0,1,321
CUST_02581,2,1,780
CUST_02582,7,3,538
CUST_02583,6,4,371
CUST_02584,26,9,592
CUST_02585,0,0,632
CUST_02586,47,10,28189
CUST_02587,25,14,15640
CUST_02588,0,1,68
CUST_02589,44,2,41477
CUST_02590,11,9,504
CUST_02591,10,5,312
CUST_02592,48,5,71
CUST_02593,4,0,245
CUST_02594,28,8,757
CUST_02595,31,11,764
CUST_02596,3,1,35675
CUST_02597,3,1,72
CUST_02598,4,1,785
CUST_02599,13,3,527
CUST_02600,4,1,690
CUST_02601,48,3,863
CUST_02602,49,7,39
CUST_02603,4,1,13462
CUST_02604,41,6,55
CUST_02605,2,0,884
CUST_02606,44,11,744
CUST_02607,2,0,6600
CUST_02608,35,8,171
CUST_02609,10,5,301
CUST_02610,29,6,927
CUST_02611,43,8,489
CUST_02612,2,0,431
CUST_02613,42,11,700
CUST_02614,20,12,29017
CUST_02615,31,7,933
CUST_02616,0,1,554
CUST_02617,8,3,44164
CUST_02618,43,2,260
CUST_02619,20,3,996
CUST_02620,2,1,880
CUST_02621,11,4,569
CUST_02622,25,8,548
CUST_02623,3,0,409
CUST_02624,0,1,746
CUST_02625,46,13,264
CUST_02626,3,1,14
CUST_02627,6,10,87
CUST_02628,10,1,983
CUST_02629,8,13,98
CUST_02630,3,0,616
CUST_02631,5,8,216
CUST_02632,42,6,409
CUST_02633,16,2,190
CUST_02634,4,0,214
CUST_02635,18,12,31270
CUST_02636,19,2,616
CUST_02637,28,10,26
CUST_02638,22,7,38705
CUST_02639,1,0,594
CUST_02640,13,10,158
CUST_02641,3,1,229
CUST_02642,22,7,234
CUST_02643,9,6,799
CUST_02644,13,10,385
CUST_02645,39,1,529
CUST_02646,1,1,283
CUST_02647,3,0,70
CUST_02648,45,2,503
CUST_02649,13,1,214
CUST_02650,36,1,116
CUST_02651,4,0,99
CUST_02652,17,11,599
CUST_02653,44,1,859
CUST_02654,15,2,664
CUST_02655,3,1,294
CUST_02656,46,13,176
CUST_02657,30,12,131
CUST_02658,44,12,819
CUST_02659,15,6,633
CUST_02660,29,11,18358
CUST_02661,1,0,579
CUST_02662,0,0,56
CUST_02663,24,11,12
CUST_02664,3,1,9184
CUST_02665,15,14,574
CUST_02666,48,10,993
CUST_02667,0,0,838
CUST_02668,7,11,509
CUST_02669,43,11,152
CUST_02670,2,1,22
CUST_02671,39,11,29
CUST_02672,2,1,368
CUST_02673,2,0,700
CUST_02674,25,6,390
CUST_02675,26,3,309
CUST_02676,23,13,620
CUST_02677,18,6,400
CUST_02678,41,10,352
CUST_02679,3,0,571
CUST_02680,27,7,65
CUST_02681,30,2,165
CUST_02682,47,3,491
CUST_02683,48,6,652
CUST_02684,1,1,563
CUST_02685,16,9,179
CUST_02686,3,1,543
CUST_02687,38,9,725
CUST_02688,48,8,776
CUST_02689,23,8,16
CUST_02690,27,9,125
CUST_02691,11,11,5176
CUST_02692,11,11,39
CUST_02693,1,1,615
CUST_02694,22,10,218
CUST_02695,1,0,970
CUST_02696,29,13,181
CUST_02697,46,9,895
CUST_02698,33,5,437
CUST_02699,27,6,667
CUST_02700,1,1,967
CUST_02701,5,13,41316
CUST_02702,19,1,529
CUST_02703,19,4,652
CUST_02704,32,14,160
CUST_02705,2,0,910
CUST_02706,46,13,725
CUST_02707,44,1,933
CUST_02708,36,12,733
CUST_02709,0,1,773
CUST_02710,4,0,556
CUST_02711,43,7,48777
CUST_02712,42,1,353
CUST_02713,3,1,374
CUST_02714,24,10,466
CUST_02715,1,1,240
CUST_02716,12,10,736
CUST_02717,18,13,333
CUST_02718,2,1,47
CUST_02719,39,9,110
CUST_02720,49,5,936
CUST_02721,25,13,594
CUST_02722,45,6,103
CUST_02723,45,12,462
CUST_02724,0,1,73
CUST_02725,4,0,566
CUST_02726,10,3,316
CUST_02727,48,3,1
CUST_02728,0,1,753
CUST_02729,8,13,371
CUST_02730,8,13,769
CUST_02731,3,1,41634
CUST_02732,31,3,843
CUST_02733,21,4,9
CUST_02734,43,14,587
CUST_02735,42,2,422
CUST_02736,33,9,257
CUST_02737,2,0,632
CUST_02738,11,9,23300
CUST_02739,12,13,961
CUST_02740,3,0,726
CUST_02741,37,2,475
CUST_02742,36,5,244
CUST_02743,39,1,336
CUST_02744,4,0,691
CUST_02745,47,6,487
CUST_02746,20,14,852
CUST_02747,22,10,811
CUST_02748,42,10,801
CUST_02749,29,2,72
CUST_02750,38,2,720
CUST_02751,8,10,752
CUST_02752,0,1,873
CUST_02753,18,7,684
CUST_02754,5,9,927
CUST_02755,26,9,4
CUST_02756,1,0,461
CUST_02757,2,1,365
CUST_02758,0,0,494
CUST_02759,33,2,13964
CUST_02760,1,0,213
CUST_02761,13,1,958
CUST_02762,37,11,324
CUST_02763,26,11,309
CUST_02764,21,13,37
CUST_02765,27,2,904
CUST_02766,40,12,60
CUST_02767,10,3,94
CUST_02768,43,5,232
CUST_02769,33,10,788
CUST_02770,31,1,547
CUST_02771,2,1,512
CUST_02772,13,10,149
CUST_02773,28,13,470
CUST_02774,3,1,214
CUST_02775,37,13,398
CUST_02776,34,13,557
CUST_02777,44,5,576
CUST_02778,8,5,5
CUST_02779,36,4,935
CUST_02780,5,3,930
CUST_02781,38,7,80
CUST_02782,1,1,188
CUST_02783,35,7,662
CUST_02784,18,1,659
CUST_02785,30,7,28981
CUST_02786,26,3,676
CUST_02787,2,1,977
CUST_02788,37,3,134
CUST_02789,17,6,765
CUST_02790,36,6,304
CUST_02791,1,0,494
CUST_02792,26,13,723
CUST_02793,45,4,279
CUST_02794,4,1,79
CUST_02795,25,3,780
CUST_02796,38,3,859
CUST_02797,2,0,390
CUST_02798,10,5,14
CUST_02799,39,1,598
CUST_02800,31,9,918
CUST_02801,24,10,891
CUST_02802,2,1,222
CUST_02803,44,9,836
CUST_02804,18,14,602
CUST_02805,14,11,827
CUST_02806,46,7,265
CUST_02807,19,11,15963
CUST_02808,44,10,319
CUST_02809,47,10,105
CUST_02810,7,7,2844
CUST_02811,19,5,198
CUST_02812,4,0,55
CUST_02813,35,10,927
CUST_02814,15,4,406
CUST_02815,43,11,437
CUST_02816,23,11,750
CUST_02817,19,6,456
CUST_02818,3,1,476
CUST_02819,2,1,346
CUST_02820,4,1,485
CUST_02821,11,3,852
CUST_02822,18,2,362
CUST_02823,8,13,965
CUST_02824,4,0,729
CUST_02825,4,0,211
CUST_02826,29,7,700
CUST_02827,39,5,846
CUST_02828,41,13,33503
CUST_02829,31,13,613
CUST_02830,32,6,915
CUST_02831,4,1,436
CUST_02832,37,10,142
CUST_02833,0,1,284
CUST_02834,3,1,69
CUST_02835,4,0,847
CUST_02836,15,4,576
CUST_02837,44,10,957
CUST_02838,23,4,709
CUST_02839,38,12,33035
CUST_02840,27,13,309
CUST_02841,14,8,864
CUST_02842,0,0,10688
CUST_02843,5,11,59
CUST_02844,6,2,521
CUST_02845,26,2,308
CUST_02846,0,1,519
CUST_02847,28,6,381
CUST_02848,25,12,340
CUST_02849,4,0,601
CUST_02850,33,3,548
CUST_02851,18,1,977
CUST_02852,2,1,899
CUST_02853,2,1,83
CUST_02854,26,1,233
CUST_02855,0,1,761
CUST_02856,1,1,239
CUST_02857,17,12,103
CUST_02858,32,11,722
CUST_02859,34,13,224
CUST_02860,9,6,278
CUST_02861,14,14,392
CUST_02862,43,8,677
CUST_02863,13,14,18949
CUST_02864,18,2,428
CUST_02865,42,14,34489
CUST_02866,14,6,2804
CUST_02867,37,4,513
CUST_02868,15,7,175
CUST_02869,44,8,784
CUST_02870,10,14,629
CUST_02871,21,6,783
CUST_02872,40,13,365
CUST_02873,10,13,172
CUST_02874,14,1,303
CUST_02875,46,8,151
CUST_02876,9,11,350
CUST_02877,3,1,704
CUST_02878,11,9,91
CUST_02879,28,2,160
CUST_02880,46,11,105
CUST_02881,4,1,740
CUST_02882,15,6,102
CUST_02883,7,8,131
CUST_02884,0,0,768
CUST_02885,47,14,288
CUST_02886,0,0,457
CUST_02887,0,1,35428
CUST_02888,39,1,898
CUST_02889,26,8,100
CUST_02890,15,8,812
CUST_02891,12,14,20
CUST_02892,1,1,248
CUST_02893,33,6,191
CUST_02894,12,11,584
CUST_02895,27,8,312
CUST_02896,33,10,167
CUST_02897,20,13,573
CUST_02898,0,1,170
CUST_02899,12,12,632
CUST_02900,4,0,215
CUST_02901,49,14,508
CUST_02902,37,7,173
CUST_02903,46,3,967
CUST_02904,9,13,535
CUST_02905,3,0,407
CUST_02906,4,1,500
CUST_02907,3,1,137
CUST_02908,18,11,49948
CUST_02909,1,1,835
CUST_02910,2,0,56
CUST_02911,18,9,246
CUST_02912,0,1,683
CUST_02913,24,10,712
CUST_02914,26,10,842
CUST_02915,2,0,106
CUST_02916,37,10,47
CUST_02917,9,7,844
CUST_02918,22,8,922
CUST_02919,4,1,285
CUST_02920,33,4,45
CUST_02921,13,11,998
CUST_02922,45,11,395
CUST_02923,11,10,119
CUST_02924,3,0,59
CUST_02925,47,5,29107
CUST_02926,10,10,615
CUST_02927,44,10,579
CUST_02928,31,6,949
CUST_02929,8,7,496
CUST_02930,1,1,673
CUST_02931,10,13,726
CUST_02932,35,4,117
CUST_02933,3,1,236
CUST_02934,1,1,217
CUST_02935,0,1,123
CUST_02936,1,0,628
CUST_02937,2,1,262
CUST_02938,35,10,849
CUST_02939,4,1,25861
CUST_02940,11,8,707
CUST_02941,19,2,820
CUST_02942,17,14,391
CUST_02943,0,0,149
CUST_02944,23,13,245
CUST_02945,17,10,500
CUST_02946,31,10,793
CUST_02947,42,1,972
CUST_02948,37,13,190
CUST_02949,10,1,173
CUST_02950,17,9,884
CUST_02951,17,4,592
CUST_02952,3,0,28318
CUST_02953,24,7,957
CUST_02954,40,7,675
CUST_02955,41,13,808
CUST_02956,49,2,622
CUST_02957,13,2,718
CUST_02958,21,12,337
CUST_02959,39,5,410
CUST_02960,22,10,69
CUST_02961,29,1,97
CUST_02962,1,1,936
CUST_02963,27,11,516
CUST_02964,5,7,40357
CUST_02965,45,11,715
CUST_02966,42,8,412
CUST_02967,2,1,377
CUST_02968,5,8,996
CUST_02969,43,3,11
CUST_02970,14,3,408
CUST_02971,3,1,750
CUST_02972,2,0,417
CUST_02973,11,10,330
CUST_02974,42,4,982
CUST_02975,12,8,279
CUST_02976,38,1,114
CUST_02977,13,2,880
CUST_02978,29,13,209
CUST_02979,31,10,446
CUST_02980,45,10,830
CUST_02981,4,0,30592
CUST_02982,36,9,644
CUST_02983,13,2,734
CUST_02984,21,2,856
CUST_02985,39,8,10917
CUST_02986,20,5,464
CUST_02987,6,5,27
CUST_02988,47,11,192
CUST_02989,35,6,812
CUST_02990,20,8,961
CUST_02991,37,8,255
CUST_02992,25,9,944
CUST_02993,21,10,28004
CUST_02994,39,11,423
CUST_02995,1,0,705
CUST_02996,33,9,15431
CUST_02997,15,14,90
CUST_02998,4,1,647
CUST_02999,1,0,794
CUST_03000,1,0,740
CUST_03001,10,12,144
CUST_03002,6,11,451
CUST_03003,47,5,427
CUST_03004,3,1,241
CUST_03005,0,1,485
CUST_03006,8,9,30
CUST_03007,1,0,772
CUST_03008,13,6,59
CUST_03009,49,12,600
CUST_03010,2,1,475
CUST_03011,2,0,914
CUST_03012,3,0,100
CUST_03013,9,13,809
CUST_03014,39,8,790
CUST_03015,8,13,632
CUST_03016,4,1,754
CUST_03017,46,12,995
CUST_03018,17,5,32741
CUST_03019,41,11,588
CUST_03020,36,10,272
CUST_03021,49,11,881
CUST_03022,5,5,477
CUST_03023,15,8,57
CUST_03024,30,7,758
CUST_03025,1,1,982
CUST_03026,17,7,944
CUST_03027,0,1,504
CUST_03028,27,8,386
CUST_03029,1,1,460
CUST_03030,34,11,607
CUST_03031,10,5,42620
CUST_03032,3,0,290
CUST_03033,34,14,257
CUST_03034,41,11,814
CUST_03035,0,1,770
CUST_03036,10,13,245
CUST_03037,0,0,239
CUST_03038,36,13,412
CUST_03039,16,6,14107
CUST_03040,8,6,713
CUST_03041,36,5,275
CUST_03042,39,5,417
CUST_03043,20,14,206
CUST_03044,19,3,551
CUST_03045,45,12,364
CUST_03046,6,3,832
CUST_03047,0,1,345
CUST_03048,18,9,830
CUST_03049,4,1,26616
CUST_03050,2,0,159
CUST_03051,46,3,833
CUST_03052,2,0,95
CUST_03053,22,10,424
CUST_03054,8,5,924
CUST_03055,41,8,115
CUST_03056,42,6,211
CUST_03057,3,1,598
CUST_03058,33,5,306
CUST_03059,38,12,267
CUST_03060,1,1,43
CUST_03061,41,8,27070
CUST_03062,34,4,594
CUST_03063,27,5,457
CUST_03064,1,1,722
CUST_03065,0,0,857
CUST_03066,5,2,471
CUST_03067,12,12,8
CUST_03068,46,2,924
CUST_03069,19,13,668
CUST_03070,38,1,996
CUST_03071,23,6,859
CUST_03072,48,8,188
CUST_03073,3,0,380
CUST_03074,4,1,831
CUST_03075,48,14,642
CUST_03076,31,10,726
CUST_03077,24,2,114
CUST_03078,29,3,501
CUST_03079,13,6,634
CUST_03080,44,14,387
CUST_03081,1,0,36706
CUST_03082,4,1,909
CUST_03083,28,12,1085
CUST_03084,11,1,844
CUST_03085,3,1,923
CUST_03086,2,0,15439
CUST_03087,2,0,934
CUST_03088,25,9,875
CUST_03089,39,8,703
CUST_03090,9,5,443
CUST_03091,4,0,659
CUST_03092,6,1,27
CUST_03093,28,14,635
CUST_03094,0,1,991
CUST_03095,20,7,397
CUST_03096,0,0,14442
CUST_03097,34,10,586
CUST_03098,34,3,357
CUST_03099,39,9,185
CUST_03100,46,4,550
CUST_03101,3,0,233
CUST_03102,41,6,247
CUST_03103,0,1,953
CUST_03104,23,4,398
CUST_03105,1,1,328
CUST_03106,21,4,642
CUST_03107,15,14,4
CUST_03108,3,1,347
CUST_03109,12,11,937
CUST_03110,48,12,398
CUST_03111,33,12,258
CUST_03112,21,3,756
CUST_03113,3,0,418
CUST_03114,9,11,390
CUST_03115,8,3,861
CUST_03116,3,1,919
CUST_03117,15,11,926
CUST_03118,34,5,589
CUST_03119,44,1,847
CUST_03120,39,6,114
CUST_03121,48,11,3
CUST_03122,49,2,642
CUST_03123,37,12,738
CUST_03124,40,3,40126
CUST_03125,25,11,8
CUST_03126,42,1,323
CUST_03127,2,0,117
CUST_03128,9,6,466
CUST_03129,2,1,855
CUST_03130,29,10,699
CUST_03131,14,2,650
CUST_03132,23,11,462
CUST_03133,3,0,931
CUST_03134,22,9,124
CUST_03135,38,14,222
CUST_03136,2,0,327
CUST_03137,4,1,897
CUST_03138,9,12,817
CUST_03139,4,1,258
CUST_03140,13,6,66
CUST_03141,9,14,596
CUST_03142,9,10,882
CUST_03143,45,6,32013
CUST_03144,45,8,971
CUST_03145,1,0,21805
CUST_03146,11,5,633
CUST_03147,30,10,278
CUST_03148,1,1,33925
CUST_03149,38,13,588
CUST_03150,1,1,271
CUST_03151,2,1,976
CUST_03152,4,0,501
CUST_03153,2,1,657
CUST_03154,24,1,268
CUST_03155,23,4,892
CUST_03156,20,5,567
CUST_03157,8,7,217
CUST_03158,36,14,684
CUST_03159,22,6,551
CUST_03160,3,0,25110
CUST_03161,2,1,158
CUST_03162,18,13,359
CUST_03163,22,2,464
CUST_03164,14,11,543
CUST_03165,3,0,247
CUST_03166,22,2,640
CUST_03167,8,10,290
CUST_03168,36,13,35567
CUST_03169,10,12,978
CUST_03170,1,1,859
CUST_03171,10,7,65
CUST_03172,39,1,796
CUST_03173,4,0,426
CUST_03174,1,0,39360
CUST_03175,2,0,554
CUST_03176,18,8,786
CUST_03177,6,13,120
CUST_03178,44,9,191
CUST_03179,17,4,475
CUST_03180,9,5,353
CUST_03181,40,11,542
CUST_03182,40,5,6298
CUST_03183,2,1,530
CUST_03184,24,9,479
CUST_03185,2,1,796
CUST_03186,35,13,72
CUST_03187,45,10,390
CUST_03188,48,6,953
CUST_03189,1,1,75
CUST_03190,7,10,187
CUST_03191,0,0,690
CUST_03192,29,10,990
CUST_03193,2,1,337
CUST_03194,8,7,475
CUST_03195,1,0,305
CUST_03196,11,12,17907
CUST_03197,0,0,648
CUST_03198,2,0,161
