ticket_id,customer_id,priority,resolution_time_hours,satisfaction_score
TKT_005966,CUST_01998,Medium,16,4
TKT_005967,CUST_01798,High,40,3
TKT_005968,CUST_04322,Medium,63,3
TKT_005969,CUST_01845,High,22,1
TKT_005970,CUST_02561,Low,14,2
TKT_005971,CUST_00029,High,29,5
TKT_005972,CUST_04700,Low,41,4
TKT_005973,CUST_00981,Low,28,5
TKT_005974,CUST_03055,High,57,5
TKT_005975,CUST_03584,Medium,41,4
TKT_005976,CUST_01659,Medium,41,5
TKT_005977,CUST_04821,High,44,2
TKT_005978,CUST_04785,Medium,28,3
TKT_005979,CUST_02605,Low,50,5
TKT_005980,CUST_03962,Medium,27,4
TKT_005981,CUST_02327,Low,44,5
TKT_005982,CUST_00840,Low,58,4
TKT_005983,CUST_02415,Medium,13,5
TKT_005984,CUST_04427,High,13,4
TKT_005985,CUST_00397,Medium,35,5
TKT_005986,CUST_00385,Low,16,3
TKT_005987,CUST_03583,High,47,1
TKT_005988,CUST_03979,Critical,21,3
TKT_005989,CUST_02606,Low,51,2
TKT_005990,CUST_04359,Low,43,4
TKT_005991,CUST_03167,Low,25,5
TKT_005992,CUST_00944,Medium,69,3
TKT_005993,CUST_01786,Low,49,4
TKT_005994,CUST_00847,Medium,66,5
TKT_005995,CUST_01482,Medium,54,5
TKT_005996,CUST_03116,Medium,16,3
TKT_005997,CUST_01387,Critical,23,4
TKT_005998,CUST_02206,Medium,57,3
TKT_005999,CUST_01281,Low,37,4
TKT_006000,CUST_01599,Medium,67,3
TKT_006001,CUST_01983,High,28,1
TKT_006002,CUST_00313,Low,71,1
TKT_006003,CUST_03860,Low,30,4
TKT_006004,CUST_02165,Medium,22,2
TKT_006005,CUST_01700,Low,18,2
TKT_006006,CUST_03069,Medium,24,3
TKT_006007,CUST_01779,Medium,62,3
TKT_006008,CUST_04270,Medium,36,5
TKT_006009,CUST_03703,Medium,61,4
TKT_006010,CUST_00749,Low,59,5
TKT_006011,CUST_01808,Low,23,4
TKT_006012,CUST_01534,Low,42,1
TKT_006013,CUST_03797,High,39,5
TKT_006014,CUST_02282,Medium,26,2
TKT_006015,CUST_03423,Medium,44,3
TKT_006016,CUST_02210,Low,22,4
TKT_006017,CUST_03663,Medium,50,4
TKT_006018,CUST_02739,Low,43,4
TKT_006019,CUST_00292,Low,27,2
TKT_006020,CUST_04223,Low,20,4
TKT_006021,CUST_02741,Medium,63,4
TKT_006022,CUST_01951,Medium,52,4
TKT_006023,CUST_02436,Medium,23,5
TKT_006024,CUST_02828,High,30,4
TKT_006025,CUST_00181,Medium,25,5
TKT_006026,CUST_01171,Medium,23,5
TKT_006027,CUST_02744,Critical,17,4
TKT_006028,CUST_01136,Medium,20,4
TKT_006029,CUST_01711,Medium,32,1
TKT_006030,CUST_02345,Medium,23,2
TKT_006031,CUST_04787,Low,56,4
TKT_006032,CUST_04658,High,48,1
TKT_006033,CUST_03975,High,16,1
TKT_006034,CUST_03504,Medium,20,2
TKT_006035,CUST_03951,Medium,68,3
TKT_006036,CUST_02359,Medium,62,5
TKT_006037,CUST_00390,Critical,5,2
TKT_006038,CUST_03059,High,17,3
TKT_006039,CUST_04626,Low,51,4
TKT_006040,CUST_00159,Medium,61,4
TKT_006041,CUST_01680,Medium,24,5
TKT_006042,CUST_03551,Low,27,4
TKT_006043,CUST_00230,Medium,31,3
TKT_006044,CUST_01726,Low,16,3
TKT_006045,CUST_03409,High,65,5
TKT_006046,CUST_04788,Low,54,1
TKT_006047,CUST_04229,High,28,4
TKT_006048,CUST_01681,High,65,4
TKT_006049,CUST_01296,Low,21,5
TKT_006050,CUST_02581,Medium,41,5
TKT_006051,CUST_03877,Medium,18,4
TKT_006052,CUST_02985,Critical,2,5
TKT_006053,CUST_04917,Medium,22,5
TKT_006054,CUST_01824,Medium,19,1
TKT_006055,CUST_02329,High,62,4
TKT_006056,CUST_00359,Low,48,5
TKT_006057,CUST_01013,Low,42,5
TKT_006058,CUST_02895,High,59,5
TKT_006059,CUST_02696,Low,12,5
TKT_006060,CUST_04097,High,36,1
TKT_006061,CUST_04042,Medium,69,5
TKT_006062,CUST_02363,Medium,39,5
TKT_006063,CUST_01270,Low,34,4
TKT_006064,CUST_01264,Low,62,3
TKT_006065,CUST_03344,Low,40,3
TKT_006066,CUST_00848,Medium,33,4
TKT_006067,CUST_04885,High,21,3
TKT_006068,CUST_02362,Medium,57,4
TKT_006069,CUST_03641,Medium,28,4
TKT_006070,CUST_02187,Low,24,5
TKT_006071,CUST_00498,Low,27,1
TKT_006072,CUST_02169,Critical,10,1
TKT_006073,CUST_02412,Low,62,5
TKT_006074,CUST_01522,Low,23,5
TKT_006075,CUST_04257,Medium,59,3
TKT_006076,CUST_00664,Medium,60,1
TKT_006077,CUST_00967,Low,26,4
TKT_006078,CUST_00550,Critical,2,3
TKT_006079,CUST_01074,Medium,30,1
TKT_006080,CUST_04843,Low,32,5
TKT_006081,CUST_02137,High,43,5
TKT_006082,CUST_00893,Low,16,5
TKT_006083,CUST_02769,Medium,68,2
TKT_006084,CUST_01249,High,58,3
TKT_006085,CUST_02434,Critical,3,3
TKT_006086,CUST_01191,Low,43,3
TKT_006087,CUST_01738,Low,12,4
TKT_006088,CUST_00654,Medium,26,4
TKT_006089,CUST_00337,High,46,3
TKT_006090,CUST_04686,Medium,31,4
TKT_006091,CUST_00435,Medium,42,4
TKT_006092,CUST_01272,Low,31,5
TKT_006093,CUST_04583,Medium,58,4
TKT_006094,CUST_01832,High,35,3
TKT_006095,CUST_01501,Low,51,5
TKT_006096,CUST_02157,Low,63,2
TKT_006097,CUST_01768,Medium,21,4
TKT_006098,CUST_04639,Low,25,4
TKT_006099,CUST_00805,Medium,68,2
TKT_006100,CUST_01993,Low,68,1
TKT_006101,CUST_04779,Low,46,3
TKT_006102,CUST_03181,High,40,3
TKT_006103,CUST_02312,Medium,20,5
TKT_006104,CUST_04386,Critical,2,4
TKT_006105,CUST_04241,Medium,63,1
TKT_006106,CUST_00529,Low,21,5
TKT_006107,CUST_02386,Low,64,5
TKT_006108,CUST_01589,Medium,13,1
TKT_006109,CUST_03983,Low,34,3
TKT_006110,CUST_01645,High,29,4
TKT_006111,CUST_01593,Low,12,2
TKT_006112,CUST_03732,Low,69,5
TKT_006113,CUST_03609,Low,22,4
TKT_006114,CUST_00078,Medium,48,5
TKT_006115,CUST_04195,High,67,4
TKT_006116,CUST_02694,Low,47,3
TKT_006117,CUST_01339,Medium,44,4
TKT_006118,CUST_03295,Low,47,4
TKT_006119,CUST_03024,Medium,68,4
TKT_006120,CUST_04972,Low,35,3
TKT_006121,CUST_02821,Medium,36,5
TKT_006122,CUST_04875,Medium,34,3
TKT_006123,CUST_03926,Low,65,2
TKT_006124,CUST_02088,Medium,33,1
TKT_006125,CUST_04572,Medium,44,5
TKT_006126,CUST_01138,Medium,58,2
TKT_006127,CUST_00679,Medium,30,3
TKT_006128,CUST_04934,Medium,45,3
TKT_006129,CUST_04628,Medium,34,5
TKT_006130,CUST_00230,High,57,5
TKT_006131,CUST_02829,High,37,5
TKT_006132,CUST_02124,Medium,33,3
TKT_006133,CUST_02313,High,14,1
TKT_006134,CUST_03333,High,15,5
TKT_006135,CUST_01393,Low,44,3
TKT_006136,CUST_03736,Critical,11,1
TKT_006137,CUST_02025,Low,31,3
TKT_006138,CUST_04178,Low,61,3
TKT_006139,CUST_01661,Critical,12,5
TKT_006140,CUST_00230,Low,64,1
TKT_006141,CUST_02694,Medium,59,5
TKT_006142,CUST_01622,Critical,8,4
TKT_006143,CUST_01579,Low,36,3
TKT_006144,CUST_03788,Low,68,5
TKT_006145,CUST_00281,Medium,28,4
TKT_006146,CUST_02516,Medium,33,4
TKT_006147,CUST_04626,High,45,2
TKT_006148,CUST_02456,High,44,5
TKT_006149,CUST_04319,Low,36,5
TKT_006150,CUST_00769,Low,25,5
TKT_006151,CUST_03087,Medium,57,5
TKT_006152,CUST_00546,Medium,61,3
TKT_006153,CUST_03252,Low,41,4
TKT_006154,CUST_04247,Low,33,1
TKT_006155,CUST_04863,Low,33,4
TKT_006156,CUST_00014,High,30,3
TKT_006157,CUST_01402,High,49,3
TKT_006158,CUST_02255,Low,15,5
TKT_006159,CUST_02667,Low,19,5
TKT_006160,CUST_02783,Low,56,3
TKT_006161,CUST_04876,Critical,12,5
TKT_006162,CUST_01099,High,50,2
TKT_006163,CUST_03205,Medium,21,4
TKT_006164,CUST_00431,Low,61,4
TKT_006165,CUST_00795,Low,39,5
TKT_006166,CUST_03967,Medium,65,3
TKT_006167,CUST_03508,Critical,2,1
TKT_006168,CUST_00208,Low,32,3
TKT_006169,CUST_02152,Medium,12,5
TKT_006170,CUST_02512,Low,70,1
TKT_006171,CUST_04566,Medium,48,2
TKT_006172,CUST_00580,Medium,65,1
TKT_006173,CUST_04346,Medium,45,4
TKT_006174,CUST_04699,Medium,22,5
TKT_006175,CUST_02831,High,27,3
TKT_006176,CUST_04499,Low,50,1
TKT_006177,CUST_02767,Low,25,2
TKT_006178,CUST_02989,High,71,1
TKT_006179,CUST_04106,Low,12,4
TKT_006180,CUST_01634,Medium,42,4
TKT_006181,CUST_04095,High,55,3
TKT_006182,CUST_01521,High,54,5
TKT_006183,CUST_03482,High,60,4
TKT_006184,CUST_03349,Low,23,5
TKT_006185,CUST_00096,High,38,3
TKT_006186,CUST_03885,High,28,4
TKT_006187,CUST_03511,Medium,61,5
TKT_006188,CUST_01532,Low,27,2
TKT_006189,CUST_04876,Medium,12,5
TKT_006190,CUST_00615,Medium,66,5
TKT_006191,CUST_04938,High,41,4
TKT_006192,CUST_03487,Low,70,5
TKT_006193,CUST_04227,Low,48,3
TKT_006194,CUST_02146,Medium,34,4
TKT_006195,CUST_01060,Medium,38,1
TKT_006196,CUST_03018,Medium,48,5
TKT_006197,CUST_01773,Medium,27,1
TKT_006198,CUST_01995,Medium,35,3
TKT_006199,CUST_01667,Low,39,4
TKT_006200,CUST_02742,Low,41,4
TKT_006201,CUST_04124,Medium,37,4
TKT_006202,CUST_02717,Low,35,4
TKT_006203,CUST_00522,Medium,42,3
TKT_006204,CUST_00923,Medium,36,3
TKT_006205,CUST_04031,Medium,62,3
TKT_006206,CUST_04205,High,13,3
TKT_006207,CUST_04926,Low,18,4
TKT_006208,CUST_02656,Low,59,5
TKT_006209,CUST_04754,Low,34,3
TKT_006210,CUST_01205,Medium,40,3
TKT_006211,CUST_04306,Medium,46,4
TKT_006212,CUST_03121,Low,41,5
TKT_006213,CUST_01497,Low,40,3
TKT_006214,CUST_04762,High,42,5
TKT_006215,CUST_04869,Medium,61,4
TKT_006216,CUST_00329,Medium,53,4
TKT_006217,CUST_03992,Critical,3,1
TKT_006218,CUST_01465,High,62,3
TKT_006219,CUST_03193,Low,26,3
TKT_006220,CUST_02035,Medium,27,2
TKT_006221,CUST_03591,Medium,19,3
TKT_006222,CUST_00503,High,39,4
TKT_006223,CUST_00489,Low,51,4
TKT_006224,CUST_03838,Medium,28,4
TKT_006225,CUST_01427,Medium,68,2
TKT_006226,CUST_01600,High,64,5
TKT_006227,CUST_01835,High,25,4
TKT_006228,CUST_04761,Medium,32,4
TKT_006229,CUST_01041,Medium,61,1
TKT_006230,CUST_00039,High,38,5
TKT_006231,CUST_02713,Medium,32,4
TKT_006232,CUST_02915,High,43,3
TKT_006233,CUST_00039,High,27,5
TKT_006234,CUST_00187,High,39,5
TKT_006235,CUST_00750,Low,71,3
TKT_006236,CUST_02832,Low,49,3
TKT_006237,CUST_02410,Medium,66,4
TKT_006238,CUST_04558,Medium,40,5
TKT_006239,CUST_00669,Low,60,5
TKT_006240,CUST_02754,Low,62,1
TKT_006241,CUST_04874,Medium,47,5
TKT_006242,CUST_02050,Critical,23,4
TKT_006243,CUST_03547,Medium,35,1
TKT_006244,CUST_04749,Low,32,4
TKT_006245,CUST_00182,Low,50,3
TKT_006246,CUST_03242,Low,61,2
TKT_006247,CUST_00977,High,19,4
TKT_006248,CUST_02355,Critical,6,5
TKT_006249,CUST_02924,Medium,29,5
TKT_006250,CUST_02097,Medium,30,4
TKT_006251,CUST_01446,Medium,30,3
TKT_006252,CUST_01309,Low,49,2
TKT_006253,CUST_00380,Low,55,4
TKT_006254,CUST_01856,Medium,37,3
TKT_006255,CUST_04887,High,17,4
TKT_006256,CUST_04600,Medium,57,5
TKT_006257,CUST_04880,Low,60,4
TKT_006258,CUST_00556,High,37,1
TKT_006259,CUST_04668,Medium,39,5
TKT_006260,CUST_01223,High,55,2
TKT_006261,CUST_00109,Low,43,5
TKT_006262,CUST_00065,Low,45,4
TKT_006263,CUST_03201,Low,56,5
TKT_006264,CUST_02316,High,48,2
TKT_006265,CUST_01433,Low,36,5
TKT_006266,CUST_02135,Medium,33,2
TKT_006267,CUST_04063,Medium,42,5
TKT_006268,CUST_03928,Medium,17,4
TKT_006269,CUST_03466,Medium,42,5
TKT_006270,CUST_02498,Low,12,3
TKT_006271,CUST_02977,Low,51,5
TKT_006272,CUST_00741,Low,20,5
TKT_006273,CUST_00471,Low,71,4
TKT_006274,CUST_01666,Low,23,5
TKT_006275,CUST_03716,Medium,32,4
TKT_006276,CUST_03991,Low,53,3
TKT_006277,CUST_04861,Low,14,5
TKT_006278,CUST_00110,Medium,53,3
TKT_006279,CUST_03881,Low,57,5
TKT_006280,CUST_04390,High,16,4
TKT_006281,CUST_02263,Medium,48,2
TKT_006282,CUST_00960,Critical,17,4
TKT_006283,CUST_01560,Low,40,4
TKT_006284,CUST_01117,Low,39,2
TKT_006285,CUST_00681,Medium,60,1
TKT_006286,CUST_01052,Low,36,4
TKT_006287,CUST_03774,Medium,21,2
TKT_006288,CUST_04362,Medium,45,5
TKT_006289,CUST_04992,Medium,26,5
TKT_006290,CUST_04381,High,41,1
TKT_006291,CUST_01951,Low,24,5
TKT_006292,CUST_04695,Medium,48,5
TKT_006293,CUST_04763,Medium,70,1
TKT_006294,CUST_01929,Medium,60,4
TKT_006295,CUST_02068,Low,66,4
TKT_006296,CUST_03836,Medium,66,4
TKT_006297,CUST_01909,Medium,16,4
TKT_006298,CUST_01372,Critical,5,3
TKT_006299,CUST_04146,Medium,69,3
TKT_006300,CUST_02115,Low,21,5
TKT_006301,CUST_02961,Medium,58,4
TKT_006302,CUST_03171,Medium,45,3
TKT_006303,CUST_04757,Medium,42,4
TKT_006304,CUST_01993,Low,67,5
TKT_006305,CUST_03232,Low,62,3
TKT_006306,CUST_04124,Low,16,4
TKT_006307,CUST_02514,Low,17,2
TKT_006308,CUST_01862,Medium,24,4
TKT_006309,CUST_01222,Medium,65,4
TKT_006310,CUST_02314,Low,51,5
TKT_006311,CUST_00770,Medium,70,5
TKT_006312,CUST_03563,Low,24,2
TKT_006313,CUST_01433,Low,57,1
TKT_006314,CUST_01958,Medium,59,5
TKT_006315,CUST_02305,High,44,4
TKT_006316,CUST_01360,Medium,48,4
TKT_006317,CUST_04954,Medium,34,4
TKT_006318,CUST_01257,Low,32,4
TKT_006319,CUST_00073,Low,19,3
TKT_006320,CUST_01183,Medium,45,4
TKT_006321,CUST_00483,Low,64,1
TKT_006322,CUST_01240,Medium,42,4
TKT_006323,CUST_02243,Low,42,1
TKT_006324,CUST_03384,Medium,31,5
TKT_006325,CUST_00403,Medium,46,5
TKT_006326,CUST_00765,High,13,2
TKT_006327,CUST_01836,High,35,3
TKT_006328,CUST_02590,Low,22,4
TKT_006329,CUST_00804,Low,15,4
TKT_006330,CUST_04202,High,37,5
TKT_006331,CUST_04218,Medium,25,2
TKT_006332,CUST_03003,Medium,57,4
TKT_006333,CUST_02763,Low,53,5
TKT_006334,CUST_02820,Medium,31,4
TKT_006335,CUST_03125,Low,47,3
TKT_006336,CUST_03196,High,36,1
TKT_006337,CUST_00310,Low,50,4
TKT_006338,CUST_03828,Low,21,4
TKT_006339,CUST_04653,Low,46,2
TKT_006340,CUST_02961,Medium,16,4
TKT_006341,CUST_02257,High,15,4
TKT_006342,CUST_00435,Low,60,4
TKT_006343,CUST_03124,Low,31,3
TKT_006344,CUST_00850,Medium,34,5
TKT_006345,CUST_00107,Medium,54,2
TKT_006346,CUST_02672,Critical,7,4
TKT_006347,CUST_00120,Low,40,5
TKT_006348,CUST_03035,Medium,55,3
TKT_006349,CUST_04810,Low,40,3
TKT_006350,CUST_01893,Low,57,4
TKT_006351,CUST_02162,Low,43,4
TKT_006352,CUST_03717,High,33,4
TKT_006353,CUST_00760,High,56,2
TKT_006354,CUST_01647,Low,54,5
TKT_006355,CUST_04550,High,65,3
TKT_006356,CUST_00232,Low,55,3
TKT_006357,CUST_01595,Low,18,5
TKT_006358,CUST_00562,Medium,44,4
TKT_006359,CUST_01807,Critical,2,3
TKT_006360,CUST_00876,Medium,52,5
TKT_006361,CUST_01639,High,69,5
TKT_006362,CUST_00993,High,70,4
TKT_006363,CUST_03736,Low,39,4
TKT_006364,CUST_01557,Low,32,4
TKT_006365,CUST_04354,Low,66,3
TKT_006366,CUST_04819,Medium,62,4
TKT_006367,CUST_02477,Medium,47,1
TKT_006368,CUST_03572,Low,15,3
TKT_006369,CUST_00677,Medium,54,4
TKT_006370,CUST_03757,Medium,17,4
TKT_006371,CUST_00425,Medium,30,1
TKT_006372,CUST_01601,Medium,62,5
TKT_006373,CUST_01341,Low,69,1
TKT_006374,CUST_00630,Medium,64,5
TKT_006375,CUST_04230,Low,22,5
TKT_006376,CUST_03009,Medium,61,5
TKT_006377,CUST_02066,Medium,28,4
TKT_006378,CUST_04464,Medium,57,5
TKT_006379,CUST_00168,Low,29,3
TKT_006380,CUST_04006,Medium,57,3
TKT_006381,CUST_04013,High,24,1
TKT_006382,CUST_00017,Medium,52,5
TKT_006383,CUST_01546,High,62,4
TKT_006384,CUST_01531,Low,22,3
TKT_006385,CUST_03814,Low,62,4
TKT_006386,CUST_01498,Medium,38,5
TKT_006387,CUST_00543,Medium,60,4
TKT_006388,CUST_00727,Low,27,3
TKT_006389,CUST_00379,Low,61,3
TKT_006390,CUST_04436,Medium,26,2
TKT_006391,CUST_04303,Medium,65,2
TKT_006392,CUST_03494,Low,25,4
TKT_006393,CUST_03464,Critical,6,4
TKT_006394,CUST_00846,Medium,29,5
TKT_006395,CUST_03853,Medium,23,4
TKT_006396,CUST_04822,Critical,18,2
TKT_006397,CUST_00674,Low,53,2
TKT_006398,CUST_03521,Medium,51,3
TKT_006399,CUST_03040,High,65,5
TKT_006400,CUST_02058,Low,29,5
TKT_006401,CUST_04446,Medium,37,4
TKT_006402,CUST_00738,High,65,5
TKT_006403,CUST_03959,Low,57,3
TKT_006404,CUST_04313,Low,29,4
TKT_006405,CUST_03450,Low,12,1
TKT_006406,CUST_01725,Medium,27,5
TKT_006407,CUST_02654,Low,48,2
TKT_006408,CUST_01062,Low,32,5
TKT_006409,CUST_04684,High,19,4
TKT_006410,CUST_01319,Medium,63,5
TKT_006411,CUST_00830,Low,13,4
TKT_006412,CUST_03586,High,66,4
TKT_006413,CUST_03222,Medium,30,4
TKT_006414,CUST_03385,Low,40,5
TKT_006415,CUST_02148,Medium,41,3
TKT_006416,CUST_01303,Medium,14,5
TKT_006417,CUST_03076,Medium,19,5
TKT_006418,CUST_04806,Low,71,3
TKT_006419,CUST_01961,Low,46,5
TKT_006420,CUST_01701,Low,29,2
TKT_006421,CUST_03021,Low,37,5
TKT_006422,CUST_01025,Medium,36,2
TKT_006423,CUST_00600,Medium,19,5
TKT_006424,CUST_01442,Low,29,5
TKT_006425,CUST_04106,High,35,1
TKT_006426,CUST_02423,Medium,16,2
TKT_006427,CUST_00646,Medium,37,3
TKT_006428,CUST_01992,Critical,3,3
TKT_006429,CUST_03197,High,22,2
TKT_006430,CUST_03373,Low,15,4
TKT_006431,CUST_04748,Medium,21,5
TKT_006432,CUST_01647,High,48,5
TKT_006433,CUST_03142,Low,23,4
TKT_006434,CUST_04320,Low,21,3
TKT_006435,CUST_01755,Low,23,3
TKT_006436,CUST_00751,Low,16,5
TKT_006437,CUST_00843,Critical,10,1
TKT_006438,CUST_03415,Medium,38,4
TKT_006439,CUST_03429,Low,44,4
TKT_006440,CUST_03511,Medium,43,2
TKT_006441,CUST_02304,Low,16,4
TKT_006442,CUST_02715,Low,34,3
TKT_006443,CUST_01506,Low,67,2
TKT_006444,CUST_01428,Low,35,1
TKT_006445,CUST_03855,Low,57,2
TKT_006446,CUST_02743,Medium,13,4
TKT_006447,CUST_04072,Low,41,5
TKT_006448,CUST_03275,High,21,3
TKT_006449,CUST_02609,Low,12,4
TKT_006450,CUST_02375,Medium,24,3
TKT_006451,CUST_02465,High,71,4
TKT_006452,CUST_03806,Low,47,3
TKT_006453,CUST_03936,Medium,14,1
TKT_006454,CUST_01384,Medium,55,3
TKT_006455,CUST_03621,Low,55,2
TKT_006456,CUST_03277,Low,27,5
TKT_006457,CUST_02951,Medium,25,5
TKT_006458,CUST_00280,Low,51,1
TKT_006459,CUST_03979,Low,65,3
TKT_006460,CUST_02271,Medium,56,1
TKT_006461,CUST_02156,High,59,5
TKT_006462,CUST_00684,Low,58,1
TKT_006463,CUST_00602,Medium,57,4
TKT_006464,CUST_02044,Critical,5,2
TKT_006465,CUST_01533,Low,36,4
TKT_006466,CUST_00961,Medium,49,3
TKT_006467,CUST_03078,Low,65,4
TKT_006468,CUST_00507,High,40,1
TKT_006469,CUST_01823,Low,28,5
TKT_006470,CUST_01195,Low,20,5
TKT_006471,CUST_00875,Medium,29,2
TKT_006472,CUST_02316,Medium,23,4
TKT_006473,CUST_04289,Low,56,4
TKT_006474,CUST_02804,Medium,60,3
TKT_006475,CUST_02808,Critical,7,1
TKT_006476,CUST_02118,High,39,4
TKT_006477,CUST_03191,Medium,64,5
TKT_006478,CUST_03789,High,65,4
TKT_006479,CUST_04606,High,43,4
TKT_006480,CUST_00734,Medium,31,4
TKT_006481,CUST_04556,High,51,4
TKT_006482,CUST_01662,High,66,2
TKT_006483,CUST_04554,Medium,12,3
TKT_006484,CUST_04663,Medium,23,3
TKT_006485,CUST_04135,Low,33,3
TKT_006486,CUST_00970,Low,62,4
TKT_006487,CUST_00262,Medium,19,4
TKT_006488,CUST_04280,Medium,23,4
TKT_006489,CUST_04616,Medium,49,5
TKT_006490,CUST_03600,High,70,1
TKT_006491,CUST_03960,Medium,65,4
TKT_006492,CUST_00386,Low,64,3
TKT_006493,CUST_04349,Medium,35,5
TKT_006494,CUST_01035,Low,49,4
TKT_006495,CUST_01540,Medium,50,5
TKT_006496,CUST_01807,Medium,52,4
TKT_006497,CUST_04164,Medium,39,2
TKT_006498,CUST_02475,Low,23,5
TKT_006499,CUST_02057,Low,42,3
TKT_006500,CUST_04633,Low,49,5
TKT_006501,CUST_01601,Medium,49,4
TKT_006502,CUST_03688,Medium,39,5
TKT_006503,CUST_04791,Medium,20,4
TKT_006504,CUST_00801,Low,33,5
TKT_006505,CUST_02070,High,18,4
TKT_006506,CUST_03276,Critical,4,1
TKT_006507,CUST_04251,Low,40,4
TKT_006508,CUST_03595,Medium,64,5
TKT_006509,CUST_02858,Low,67,5
TKT_006510,CUST_01486,Medium,56,4
TKT_006511,CUST_04174,Medium,21,2
TKT_006512,CUST_04815,Medium,53,2
TKT_006513,CUST_04859,Low,32,5
TKT_006514,CUST_04153,High,15,5
TKT_006515,CUST_00339,Low,35,3
TKT_006516,CUST_00274,High,32,5
TKT_006517,CUST_03962,Low,29,4
TKT_006518,CUST_01893,Low,37,5
TKT_006519,CUST_03757,Medium,67,1
TKT_006520,CUST_04529,High,19,4
TKT_006521,CUST_02439,Medium,34,5
TKT_006522,CUST_01922,Low,58,5
TKT_006523,CUST_03414,High,20,4
TKT_006524,CUST_01284,Medium,36,4
TKT_006525,CUST_04092,Low,47,5
TKT_006526,CUST_02222,Medium,43,1
TKT_006527,CUST_01748,Medium,18,5
TKT_006528,CUST_03267,Medium,44,3
TKT_006529,CUST_03513,Medium,70,5
TKT_006530,CUST_03379,High,70,5
TKT_006531,CUST_04404,High,42,3
TKT_006532,CUST_02643,Medium,28,5
TKT_006533,CUST_00556,Low,46,3
TKT_006534,CUST_02255,Medium,33,5
TKT_006535,CUST_01141,Critical,3,2
TKT_006536,CUST_03805,Low,40,1
TKT_006537,CUST_01786,Medium,67,4
TKT_006538,CUST_01114,Medium,64,2
TKT_006539,CUST_03100,Medium,62,5
TKT_006540,CUST_03616,High,29,2
TKT_006541,CUST_01241,Medium,58,4
TKT_006542,CUST_03893,Medium,21,4
TKT_006543,CUST_00071,Low,26,1
TKT_006544,CUST_04126,High,67,5
TKT_006545,CUST_02869,Low,68,5
TKT_006546,CUST_04767,Critical,12,5
TKT_006547,CUST_01545,Low,49,1
TKT_006548,CUST_02371,Low,25,3
TKT_006549,CUST_02418,Medium,37,4
TKT_006550,CUST_01180,Medium,29,3
TKT_006551,CUST_02714,Medium,29,5
TKT_006552,CUST_01107,Low,17,4
TKT_006553,CUST_02453,Medium,56,5
TKT_006554,CUST_04709,Critical,5,5
TKT_006555,CUST_03352,Critical,1,4
TKT_006556,CUST_00281,Low,68,3
TKT_006557,CUST_01716,Medium,52,3
TKT_006558,CUST_01114,Medium,23,4
TKT_006559,CUST_02177,Medium,62,4
TKT_006560,CUST_04405,Low,41,1
TKT_006561,CUST_01988,Medium,30,1
TKT_006562,CUST_04581,Medium,68,4
TKT_006563,CUST_03179,Low,32,4
TKT_006564,CUST_03022,Low,27,5
TKT_006565,CUST_03071,Low,46,3
TKT_006566,CUST_01529,High,18,5
TKT_006567,CUST_02840,High,65,5
TKT_006568,CUST_04379,Low,53,2
TKT_006569,CUST_01131,Medium,30,1
TKT_006570,CUST_03405,Low,49,2
TKT_006571,CUST_04966,Medium,37,4
TKT_006572,CUST_04357,Medium,52,3
TKT_006573,CUST_03302,Medium,29,4
TKT_006574,CUST_01930,High,23,4
TKT_006575,CUST_04317,Medium,16,4
TKT_006576,CUST_00693,Low,37,3
TKT_006577,CUST_02446,Low,16,4
TKT_006578,CUST_00714,High,49,3
TKT_006579,CUST_02845,Low,29,3
TKT_006580,CUST_04726,Medium,17,3
TKT_006581,CUST_04725,Medium,12,3
TKT_006582,CUST_02757,Low,22,5
TKT_006583,CUST_01730,Medium,27,2
TKT_006584,CUST_01828,High,37,5
TKT_006585,CUST_01522,Low,50,5
TKT_006586,CUST_00301,Low,60,3
TKT_006587,CUST_04093,High,29,5
TKT_006588,CUST_01029,Medium,47,4
TKT_006589,CUST_03919,Medium,48,3
TKT_006590,CUST_01820,Medium,37,3
TKT_006591,CUST_04123,Medium,44,5
TKT_006592,CUST_01711,Low,12,4
TKT_006593,CUST_03187,Medium,38,4
TKT_006594,CUST_04474,Low,48,5
TKT_006595,CUST_04193,Medium,33,3
TKT_006596,CUST_01160,Medium,30,3
TKT_006597,CUST_00388,High,24,3
TKT_006598,CUST_01904,High,48,2
TKT_006599,CUST_04260,High,61,5
TKT_006600,CUST_01899,Medium,67,4
TKT_006601,CUST_01439,Low,14,4
TKT_006602,CUST_04777,Low,38,5
TKT_006603,CUST_01002,Medium,46,4
TKT_006604,CUST_01160,Medium,20,2
TKT_006605,CUST_04254,Low,31,2
TKT_006606,CUST_00813,Critical,12,4
TKT_006607,CUST_01390,Low,57,5
TKT_006608,CUST_03011,Medium,46,3
TKT_006609,CUST_02397,Medium,32,5
TKT_006610,CUST_04490,Medium,43,3
TKT_006611,CUST_01348,Medium,33,4
TKT_006612,CUST_02996,Low,25,1
TKT_006613,CUST_01538,Critical,5,4
TKT_006614,CUST_04939,Critical,11,2
TKT_006615,CUST_01487,Medium,42,5
TKT_006616,CUST_03147,Low,28,5
TKT_006617,CUST_01783,Low,34,1
TKT_006618,CUST_02549,Low,70,4
TKT_006619,CUST_01751,Medium,47,5
TKT_006620,CUST_02014,Medium,36,1
TKT_006621,CUST_02236,Medium,29,4
